assignment_id,shift_id,tutor_id,tutor_name,start_date,day_name,start_time,end_time,status,end_date,active,assigned_by,assigned_at
967,19,2598056,Liam Johnson,2025-12-25,Thursday,13:15:00,16:15:00,scheduled,2025-12-25,True,system,2025-06-28T17:58:25.328201
968,19,2598056,Liam Johnson,2026-01-01,Thursday,13:15:00,16:15:00,scheduled,2026-01-01,True,system,2025-06-28T17:58:25.328201
969,19,2598056,Liam Johnson,2026-01-08,Thursday,13:15:00,16:15:00,scheduled,2026-01-08,True,system,2025-06-28T17:58:25.328201
970,19,2598056,Liam Johnson,2026-01-15,Thursday,13:15:00,16:15:00,scheduled,2026-01-15,True,system,2025-06-28T17:58:25.328201
971,19,2598056,Liam Johnson,2026-01-22,Thursday,13:15:00,16:15:00,scheduled,2026-01-22,True,system,2025-06-28T17:58:25.328201
972,19,2598056,Liam Johnson,2026-01-29,Thursday,13:15:00,16:15:00,scheduled,2026-01-29,True,system,2025-06-28T17:58:25.328201
973,19,2598056,Liam Johnson,2026-02-05,Thursday,13:15:00,16:15:00,scheduled,2026-02-05,True,system,2025-06-28T17:58:25.328201
974,19,2598056,Liam Johnson,2026-02-12,Thursday,13:15:00,16:15:00,scheduled,2026-02-12,True,system,2025-06-28T17:58:25.328201
975,19,2598056,Liam Johnson,2026-02-19,Thursday,13:15:00,16:15:00,scheduled,2026-02-19,True,system,2025-06-28T17:58:25.328201
976,19,2598056,Liam Johnson,2026-02-26,Thursday,13:15:00,16:15:00,scheduled,2026-02-26,True,system,2025-06-28T17:58:25.328201
977,19,2598056,Liam Johnson,2026-03-05,Thursday,13:15:00,16:15:00,scheduled,2026-03-05,True,system,2025-06-28T17:58:25.328201
978,19,2598056,Liam Johnson,2026-03-12,Thursday,13:15:00,16:15:00,scheduled,2026-03-12,True,system,2025-06-28T17:58:25.328201
979,19,2598056,Liam Johnson,2026-03-19,Thursday,13:15:00,16:15:00,scheduled,2026-03-19,True,system,2025-06-28T17:58:25.328201
980,19,2598056,Liam Johnson,2026-03-26,Thursday,13:15:00,16:15:00,scheduled,2026-03-26,True,system,2025-06-28T17:58:25.328201
981,19,2598056,Liam Johnson,2026-04-02,Thursday,13:15:00,16:15:00,scheduled,2026-04-02,True,system,2025-06-28T17:58:25.328201
982,19,2598056,Liam Johnson,2026-04-09,Thursday,13:15:00,16:15:00,scheduled,2026-04-09,True,system,2025-06-28T17:58:25.328201
983,19,2598056,Liam Johnson,2026-04-16,Thursday,13:15:00,16:15:00,scheduled,2026-04-16,True,system,2025-06-28T17:58:25.328201
984,19,2598056,Liam Johnson,2026-04-23,Thursday,13:15:00,16:15:00,scheduled,2026-04-23,True,system,2025-06-28T17:58:25.328201
985,19,2598056,Liam Johnson,2026-04-30,Thursday,13:15:00,16:15:00,scheduled,2026-04-30,True,system,2025-06-28T17:58:25.328201
986,19,2598056,Liam Johnson,2026-05-07,Thursday,13:15:00,16:15:00,scheduled,2026-05-07,True,system,2025-06-28T17:58:25.328201
987,19,2598056,Liam Johnson,2026-05-14,Thursday,13:15:00,16:15:00,scheduled,2026-05-14,True,system,2025-06-28T17:58:25.328201
988,19,2598056,Liam Johnson,2026-05-21,Thursday,13:15:00,16:15:00,scheduled,2026-05-21,True,system,2025-06-28T17:58:25.328201
989,19,2598056,Liam Johnson,2026-05-28,Thursday,13:15:00,16:15:00,scheduled,2026-05-28,True,system,2025-06-28T17:58:25.328201
990,19,2598056,Liam Johnson,2026-06-04,Thursday,13:15:00,16:15:00,scheduled,2026-06-04,True,system,2025-06-28T17:58:25.328201
991,19,2598056,Liam Johnson,2026-06-11,Thursday,13:15:00,16:15:00,scheduled,2026-06-11,True,system,2025-06-28T17:58:25.328201
992,19,2598056,Liam Johnson,2026-06-18,Thursday,13:15:00,16:15:00,scheduled,2026-06-18,True,system,2025-06-28T17:58:25.328201
993,19,2598056,Liam Johnson,2026-06-25,Thursday,13:15:00,16:15:00,scheduled,2026-06-25,True,system,2025-06-28T17:58:25.328201
994,20,2598056,Liam Johnson,2025-06-28,Saturday,13:45:00,15:45:00,scheduled,2025-06-28,True,system,2025-06-28T17:58:25.328201
995,20,2598056,Liam Johnson,2025-07-05,Saturday,13:45:00,15:45:00,scheduled,2025-07-05,True,system,2025-06-28T17:58:25.328201
996,20,2598056,Liam Johnson,2025-07-12,Saturday,13:45:00,15:45:00,scheduled,2025-07-12,True,system,2025-06-28T17:58:25.328201
997,20,2598056,Liam Johnson,2025-07-19,Saturday,13:45:00,15:45:00,scheduled,2025-07-19,True,system,2025-06-28T17:58:25.328201
998,20,2598056,Liam Johnson,2025-07-26,Saturday,13:45:00,15:45:00,scheduled,2025-07-26,True,system,2025-06-28T17:58:25.328201
999,20,2598056,Liam Johnson,2025-08-02,Saturday,13:45:00,15:45:00,scheduled,2025-08-02,True,system,2025-06-28T17:58:25.328201
1000,20,2598056,Liam Johnson,2025-08-09,Saturday,13:45:00,15:45:00,scheduled,2025-08-09,True,system,2025-06-28T17:58:25.328201
1001,20,2598056,Liam Johnson,2025-08-16,Saturday,13:45:00,15:45:00,scheduled,2025-08-16,True,system,2025-06-28T17:58:25.328201
1002,20,2598056,Liam Johnson,2025-08-23,Saturday,13:45:00,15:45:00,scheduled,2025-08-23,True,system,2025-06-28T17:58:25.328201
1003,20,2598056,Liam Johnson,2025-08-30,Saturday,13:45:00,15:45:00,scheduled,2025-08-30,True,system,2025-06-28T17:58:25.328201
1004,20,2598056,Liam Johnson,2025-09-06,Saturday,13:45:00,15:45:00,scheduled,2025-09-06,True,system,2025-06-28T17:58:25.328201
1005,20,2598056,Liam Johnson,2025-09-13,Saturday,13:45:00,15:45:00,scheduled,2025-09-13,True,system,2025-06-28T17:58:25.328201
1006,20,2598056,Liam Johnson,2025-09-20,Saturday,13:45:00,15:45:00,scheduled,2025-09-20,True,system,2025-06-28T17:58:25.328201
1007,20,2598056,Liam Johnson,2025-09-27,Saturday,13:45:00,15:45:00,scheduled,2025-09-27,True,system,2025-06-28T17:58:25.328201
1008,20,2598056,Liam Johnson,2025-10-04,Saturday,13:45:00,15:45:00,scheduled,2025-10-04,True,system,2025-06-28T17:58:25.328201
1009,20,2598056,Liam Johnson,2025-10-11,Saturday,13:45:00,15:45:00,scheduled,2025-10-11,True,system,2025-06-28T17:58:25.328201
1010,20,2598056,Liam Johnson,2025-10-18,Saturday,13:45:00,15:45:00,scheduled,2025-10-18,True,system,2025-06-28T17:58:25.328201
1011,20,2598056,Liam Johnson,2025-10-25,Saturday,13:45:00,15:45:00,scheduled,2025-10-25,True,system,2025-06-28T17:58:25.328201
1012,20,2598056,Liam Johnson,2025-11-01,Saturday,13:45:00,15:45:00,scheduled,2025-11-01,True,system,2025-06-28T17:58:25.328201
1013,20,2598056,Liam Johnson,2025-11-08,Saturday,13:45:00,15:45:00,scheduled,2025-11-08,True,system,2025-06-28T17:58:25.328201
1014,20,2598056,Liam Johnson,2025-11-15,Saturday,13:45:00,15:45:00,scheduled,2025-11-15,True,system,2025-06-28T17:58:25.328201
1015,20,2598056,Liam Johnson,2025-11-22,Saturday,13:45:00,15:45:00,scheduled,2025-11-22,True,system,2025-06-28T17:58:25.328201
1016,20,2598056,Liam Johnson,2025-11-29,Saturday,13:45:00,15:45:00,scheduled,2025-11-29,True,system,2025-06-28T17:58:25.328201
1017,20,2598056,Liam Johnson,2025-12-06,Saturday,13:45:00,15:45:00,scheduled,2025-12-06,True,system,2025-06-28T17:58:25.328201
1018,20,2598056,Liam Johnson,2025-12-13,Saturday,13:45:00,15:45:00,scheduled,2025-12-13,True,system,2025-06-28T17:58:25.328201
1019,20,2598056,Liam Johnson,2025-12-20,Saturday,13:45:00,15:45:00,scheduled,2025-12-20,True,system,2025-06-28T17:58:25.328201
1020,20,2598056,Liam Johnson,2025-12-27,Saturday,13:45:00,15:45:00,scheduled,2025-12-27,True,system,2025-06-28T17:58:25.328201
1021,20,2598056,Liam Johnson,2026-01-03,Saturday,13:45:00,15:45:00,scheduled,2026-01-03,True,system,2025-06-28T17:58:25.328201
1022,20,2598056,Liam Johnson,2026-01-10,Saturday,13:45:00,15:45:00,scheduled,2026-01-10,True,system,2025-06-28T17:58:25.328201
1023,20,2598056,Liam Johnson,2026-01-17,Saturday,13:45:00,15:45:00,scheduled,2026-01-17,True,system,2025-06-28T17:58:25.328201
1024,20,2598056,Liam Johnson,2026-01-24,Saturday,13:45:00,15:45:00,scheduled,2026-01-24,True,system,2025-06-28T17:58:25.328201
1025,20,2598056,Liam Johnson,2026-01-31,Saturday,13:45:00,15:45:00,scheduled,2026-01-31,True,system,2025-06-28T17:58:25.328201
1026,20,2598056,Liam Johnson,2026-02-07,Saturday,13:45:00,15:45:00,scheduled,2026-02-07,True,system,2025-06-28T17:58:25.328201
1027,20,2598056,Liam Johnson,2026-02-14,Saturday,13:45:00,15:45:00,scheduled,2026-02-14,True,system,2025-06-28T17:58:25.328201
1028,20,2598056,Liam Johnson,2026-02-21,Saturday,13:45:00,15:45:00,scheduled,2026-02-21,True,system,2025-06-28T17:58:25.328201
1029,20,2598056,Liam Johnson,2026-02-28,Saturday,13:45:00,15:45:00,scheduled,2026-02-28,True,system,2025-06-28T17:58:25.328201
1030,20,2598056,Liam Johnson,2026-03-07,Saturday,13:45:00,15:45:00,scheduled,2026-03-07,True,system,2025-06-28T17:58:25.328201
1031,20,2598056,Liam Johnson,2026-03-14,Saturday,13:45:00,15:45:00,scheduled,2026-03-14,True,system,2025-06-28T17:58:25.328201
1032,20,2598056,Liam Johnson,2026-03-21,Saturday,13:45:00,15:45:00,scheduled,2026-03-21,True,system,2025-06-28T17:58:25.328201
1033,20,2598056,Liam Johnson,2026-03-28,Saturday,13:45:00,15:45:00,scheduled,2026-03-28,True,system,2025-06-28T17:58:25.328201
1034,20,2598056,Liam Johnson,2026-04-04,Saturday,13:45:00,15:45:00,scheduled,2026-04-04,True,system,2025-06-28T17:58:25.328201
1035,20,2598056,Liam Johnson,2026-04-11,Saturday,13:45:00,15:45:00,scheduled,2026-04-11,True,system,2025-06-28T17:58:25.328201
1036,20,2598056,Liam Johnson,2026-04-18,Saturday,13:45:00,15:45:00,scheduled,2026-04-18,True,system,2025-06-28T17:58:25.328201
1037,20,2598056,Liam Johnson,2026-04-25,Saturday,13:45:00,15:45:00,scheduled,2026-04-25,True,system,2025-06-28T17:58:25.328201
1038,20,2598056,Liam Johnson,2026-05-02,Saturday,13:45:00,15:45:00,scheduled,2026-05-02,True,system,2025-06-28T17:58:25.328201
1039,20,2598056,Liam Johnson,2026-05-09,Saturday,13:45:00,15:45:00,scheduled,2026-05-09,True,system,2025-06-28T17:58:25.328201
1040,20,2598056,Liam Johnson,2026-05-16,Saturday,13:45:00,15:45:00,scheduled,2026-05-16,True,system,2025-06-28T17:58:25.328201
1041,20,2598056,Liam Johnson,2026-05-23,Saturday,13:45:00,15:45:00,scheduled,2026-05-23,True,system,2025-06-28T17:58:25.328201
1042,20,2598056,Liam Johnson,2026-05-30,Saturday,13:45:00,15:45:00,scheduled,2026-05-30,True,system,2025-06-28T17:58:25.328201
1043,20,2598056,Liam Johnson,2026-06-06,Saturday,13:45:00,15:45:00,scheduled,2026-06-06,True,system,2025-06-28T17:58:25.328201
1044,20,2598056,Liam Johnson,2026-06-13,Saturday,13:45:00,15:45:00,scheduled,2026-06-13,True,system,2025-06-28T17:58:25.328201
1045,20,2598056,Liam Johnson,2026-06-20,Saturday,13:45:00,15:45:00,scheduled,2026-06-20,True,system,2025-06-28T17:58:25.328201
1046,20,2598056,Liam Johnson,2026-06-27,Saturday,13:45:00,15:45:00,scheduled,2026-06-27,True,system,2025-06-28T17:58:25.328201
1047,21,2598056,Liam Johnson,2025-07-04,Friday,13:45:00,16:15:00,scheduled,2025-07-04,True,system,2025-06-28T17:58:25.328201
1048,21,2598056,Liam Johnson,2025-07-11,Friday,13:45:00,16:15:00,scheduled,2025-07-11,True,system,2025-06-28T17:58:25.328201
1049,21,2598056,Liam Johnson,2025-07-18,Friday,13:45:00,16:15:00,scheduled,2025-07-18,True,system,2025-06-28T17:58:25.328201
1050,21,2598056,Liam Johnson,2025-07-25,Friday,13:45:00,16:15:00,scheduled,2025-07-25,True,system,2025-06-28T17:58:25.328201
1051,21,2598056,Liam Johnson,2025-08-01,Friday,13:45:00,16:15:00,scheduled,2025-08-01,True,system,2025-06-28T17:58:25.328201
1052,21,2598056,Liam Johnson,2025-08-08,Friday,13:45:00,16:15:00,scheduled,2025-08-08,True,system,2025-06-28T17:58:25.328201
1053,21,2598056,Liam Johnson,2025-08-15,Friday,13:45:00,16:15:00,scheduled,2025-08-15,True,system,2025-06-28T17:58:25.328201
1054,21,2598056,Liam Johnson,2025-08-22,Friday,13:45:00,16:15:00,scheduled,2025-08-22,True,system,2025-06-28T17:58:25.328201
1055,21,2598056,Liam Johnson,2025-08-29,Friday,13:45:00,16:15:00,scheduled,2025-08-29,True,system,2025-06-28T17:58:25.328201
1056,21,2598056,Liam Johnson,2025-09-05,Friday,13:45:00,16:15:00,scheduled,2025-09-05,True,system,2025-06-28T17:58:25.328201
1057,21,2598056,Liam Johnson,2025-09-12,Friday,13:45:00,16:15:00,scheduled,2025-09-12,True,system,2025-06-28T17:58:25.328201
1058,21,2598056,Liam Johnson,2025-09-19,Friday,13:45:00,16:15:00,scheduled,2025-09-19,True,system,2025-06-28T17:58:25.328201
1059,21,2598056,Liam Johnson,2025-09-26,Friday,13:45:00,16:15:00,scheduled,2025-09-26,True,system,2025-06-28T17:58:25.328201
1060,21,2598056,Liam Johnson,2025-10-03,Friday,13:45:00,16:15:00,scheduled,2025-10-03,True,system,2025-06-28T17:58:25.328201
1061,21,2598056,Liam Johnson,2025-10-10,Friday,13:45:00,16:15:00,scheduled,2025-10-10,True,system,2025-06-28T17:58:25.328201
1062,21,2598056,Liam Johnson,2025-10-17,Friday,13:45:00,16:15:00,scheduled,2025-10-17,True,system,2025-06-28T17:58:25.328201
1063,21,2598056,Liam Johnson,2025-10-24,Friday,13:45:00,16:15:00,scheduled,2025-10-24,True,system,2025-06-28T17:58:25.328201
1064,21,2598056,Liam Johnson,2025-10-31,Friday,13:45:00,16:15:00,scheduled,2025-10-31,True,system,2025-06-28T17:58:25.328201
1065,21,2598056,Liam Johnson,2025-11-07,Friday,13:45:00,16:15:00,scheduled,2025-11-07,True,system,2025-06-28T17:58:25.328201
1066,21,2598056,Liam Johnson,2025-11-14,Friday,13:45:00,16:15:00,scheduled,2025-11-14,True,system,2025-06-28T17:58:25.328201
1067,21,2598056,Liam Johnson,2025-11-21,Friday,13:45:00,16:15:00,scheduled,2025-11-21,True,system,2025-06-28T17:58:25.328201
1068,21,2598056,Liam Johnson,2025-11-28,Friday,13:45:00,16:15:00,scheduled,2025-11-28,True,system,2025-06-28T17:58:25.328201
1069,21,2598056,Liam Johnson,2025-12-05,Friday,13:45:00,16:15:00,scheduled,2025-12-05,True,system,2025-06-28T17:58:25.328201
1070,21,2598056,Liam Johnson,2025-12-12,Friday,13:45:00,16:15:00,scheduled,2025-12-12,True,system,2025-06-28T17:58:25.328201
1071,21,2598056,Liam Johnson,2025-12-19,Friday,13:45:00,16:15:00,scheduled,2025-12-19,True,system,2025-06-28T17:58:25.328201
1072,21,2598056,Liam Johnson,2025-12-26,Friday,13:45:00,16:15:00,scheduled,2025-12-26,True,system,2025-06-28T17:58:25.328201
1073,21,2598056,Liam Johnson,2026-01-02,Friday,13:45:00,16:15:00,scheduled,2026-01-02,True,system,2025-06-28T17:58:25.328201
1074,21,2598056,Liam Johnson,2026-01-09,Friday,13:45:00,16:15:00,scheduled,2026-01-09,True,system,2025-06-28T17:58:25.328201
1075,21,2598056,Liam Johnson,2026-01-16,Friday,13:45:00,16:15:00,scheduled,2026-01-16,True,system,2025-06-28T17:58:25.328201
1076,21,2598056,Liam Johnson,2026-01-23,Friday,13:45:00,16:15:00,scheduled,2026-01-23,True,system,2025-06-28T17:58:25.328201
1077,21,2598056,Liam Johnson,2026-01-30,Friday,13:45:00,16:15:00,scheduled,2026-01-30,True,system,2025-06-28T17:58:25.328201
1078,21,2598056,Liam Johnson,2026-02-06,Friday,13:45:00,16:15:00,scheduled,2026-02-06,True,system,2025-06-28T17:58:25.328201
1079,21,2598056,Liam Johnson,2026-02-13,Friday,13:45:00,16:15:00,scheduled,2026-02-13,True,system,2025-06-28T17:58:25.328201
1080,21,2598056,Liam Johnson,2026-02-20,Friday,13:45:00,16:15:00,scheduled,2026-02-20,True,system,2025-06-28T17:58:25.328201
1081,21,2598056,Liam Johnson,2026-02-27,Friday,13:45:00,16:15:00,scheduled,2026-02-27,True,system,2025-06-28T17:58:25.328201
1082,21,2598056,Liam Johnson,2026-03-06,Friday,13:45:00,16:15:00,scheduled,2026-03-06,True,system,2025-06-28T17:58:25.328201
1083,21,2598056,Liam Johnson,2026-03-13,Friday,13:45:00,16:15:00,scheduled,2026-03-13,True,system,2025-06-28T17:58:25.328201
1084,21,2598056,Liam Johnson,2026-03-20,Friday,13:45:00,16:15:00,scheduled,2026-03-20,True,system,2025-06-28T17:58:25.328201
1085,21,2598056,Liam Johnson,2026-03-27,Friday,13:45:00,16:15:00,scheduled,2026-03-27,True,system,2025-06-28T17:58:25.328201
1086,21,2598056,Liam Johnson,2026-04-03,Friday,13:45:00,16:15:00,scheduled,2026-04-03,True,system,2025-06-28T17:58:25.328201
1087,21,2598056,Liam Johnson,2026-04-10,Friday,13:45:00,16:15:00,scheduled,2026-04-10,True,system,2025-06-28T17:58:25.328201
1088,21,2598056,Liam Johnson,2026-04-17,Friday,13:45:00,16:15:00,scheduled,2026-04-17,True,system,2025-06-28T17:58:25.328201
1089,21,2598056,Liam Johnson,2026-04-24,Friday,13:45:00,16:15:00,scheduled,2026-04-24,True,system,2025-06-28T17:58:25.328201
1090,21,2598056,Liam Johnson,2026-05-01,Friday,13:45:00,16:15:00,scheduled,2026-05-01,True,system,2025-06-28T17:58:25.328201
1091,21,2598056,Liam Johnson,2026-05-08,Friday,13:45:00,16:15:00,scheduled,2026-05-08,True,system,2025-06-28T17:58:25.328201
1092,21,2598056,Liam Johnson,2026-05-15,Friday,13:45:00,16:15:00,scheduled,2026-05-15,True,system,2025-06-28T17:58:25.328201
1093,21,2598056,Liam Johnson,2026-05-22,Friday,13:45:00,16:15:00,scheduled,2026-05-22,True,system,2025-06-28T17:58:25.328201
1094,21,2598056,Liam Johnson,2026-05-29,Friday,13:45:00,16:15:00,scheduled,2026-05-29,True,system,2025-06-28T17:58:25.328201
1095,21,2598056,Liam Johnson,2026-06-05,Friday,13:45:00,16:15:00,scheduled,2026-06-05,True,system,2025-06-28T17:58:25.328201
1096,21,2598056,Liam Johnson,2026-06-12,Friday,13:45:00,16:15:00,scheduled,2026-06-12,True,system,2025-06-28T17:58:25.328201
1097,21,2598056,Liam Johnson,2026-06-19,Friday,13:45:00,16:15:00,scheduled,2026-06-19,True,system,2025-06-28T17:58:25.328201
1098,21,2598056,Liam Johnson,2026-06-26,Friday,13:45:00,16:15:00,scheduled,2026-06-26,True,system,2025-06-28T17:58:25.328201
1099,111,2598056,Liam Johnson,2025-06-30,Monday,16:15:00,18:15:00,scheduled,2025-06-30,True,system,2025-06-28T17:58:25.328201
1100,111,2598056,Liam Johnson,2025-07-07,Monday,16:15:00,18:15:00,scheduled,2025-07-07,True,system,2025-06-28T17:58:25.328201
1101,111,2598056,Liam Johnson,2025-07-14,Monday,16:15:00,18:15:00,scheduled,2025-07-14,True,system,2025-06-28T17:58:25.328201
1102,111,2598056,Liam Johnson,2025-07-21,Monday,16:15:00,18:15:00,scheduled,2025-07-21,True,system,2025-06-28T17:58:25.328201
1103,111,2598056,Liam Johnson,2025-07-28,Monday,16:15:00,18:15:00,scheduled,2025-07-28,True,system,2025-06-28T17:58:25.328201
1104,111,2598056,Liam Johnson,2025-08-04,Monday,16:15:00,18:15:00,scheduled,2025-08-04,True,system,2025-06-28T17:58:25.328201
1105,111,2598056,Liam Johnson,2025-08-11,Monday,16:15:00,18:15:00,scheduled,2025-08-11,True,system,2025-06-28T17:58:25.328201
1106,111,2598056,Liam Johnson,2025-08-18,Monday,16:15:00,18:15:00,scheduled,2025-08-18,True,system,2025-06-28T17:58:25.328201
1107,111,2598056,Liam Johnson,2025-08-25,Monday,16:15:00,18:15:00,scheduled,2025-08-25,True,system,2025-06-28T17:58:25.328201
1108,111,2598056,Liam Johnson,2025-09-01,Monday,16:15:00,18:15:00,scheduled,2025-09-01,True,system,2025-06-28T17:58:25.328201
1109,111,2598056,Liam Johnson,2025-09-08,Monday,16:15:00,18:15:00,scheduled,2025-09-08,True,system,2025-06-28T17:58:25.328201
1110,111,2598056,Liam Johnson,2025-09-15,Monday,16:15:00,18:15:00,scheduled,2025-09-15,True,system,2025-06-28T17:58:25.328201
1111,111,2598056,Liam Johnson,2025-09-22,Monday,16:15:00,18:15:00,scheduled,2025-09-22,True,system,2025-06-28T17:58:25.328201
1112,111,2598056,Liam Johnson,2025-09-29,Monday,16:15:00,18:15:00,scheduled,2025-09-29,True,system,2025-06-28T17:58:25.328201
1113,111,2598056,Liam Johnson,2025-10-06,Monday,16:15:00,18:15:00,scheduled,2025-10-06,True,system,2025-06-28T17:58:25.328201
1114,111,2598056,Liam Johnson,2025-10-13,Monday,16:15:00,18:15:00,scheduled,2025-10-13,True,system,2025-06-28T17:58:25.328201
1115,111,2598056,Liam Johnson,2025-10-20,Monday,16:15:00,18:15:00,scheduled,2025-10-20,True,system,2025-06-28T17:58:25.328201
1116,111,2598056,Liam Johnson,2025-10-27,Monday,16:15:00,18:15:00,scheduled,2025-10-27,True,system,2025-06-28T17:58:25.328201
1117,111,2598056,Liam Johnson,2025-11-03,Monday,16:15:00,18:15:00,scheduled,2025-11-03,True,system,2025-06-28T17:58:25.328201
1118,111,2598056,Liam Johnson,2025-11-10,Monday,16:15:00,18:15:00,scheduled,2025-11-10,True,system,2025-06-28T17:58:25.328201
1119,111,2598056,Liam Johnson,2025-11-17,Monday,16:15:00,18:15:00,scheduled,2025-11-17,True,system,2025-06-28T17:58:25.328201
1120,111,2598056,Liam Johnson,2025-11-24,Monday,16:15:00,18:15:00,scheduled,2025-11-24,True,system,2025-06-28T17:58:25.328201
1121,111,2598056,Liam Johnson,2025-12-01,Monday,16:15:00,18:15:00,scheduled,2025-12-01,True,system,2025-06-28T17:58:25.328201
1122,111,2598056,Liam Johnson,2025-12-08,Monday,16:15:00,18:15:00,scheduled,2025-12-08,True,system,2025-06-28T17:58:25.328201
1123,111,2598056,Liam Johnson,2025-12-15,Monday,16:15:00,18:15:00,scheduled,2025-12-15,True,system,2025-06-28T17:58:25.328201
1124,111,2598056,Liam Johnson,2025-12-22,Monday,16:15:00,18:15:00,scheduled,2025-12-22,True,system,2025-06-28T17:58:25.328201
1125,111,2598056,Liam Johnson,2025-12-29,Monday,16:15:00,18:15:00,scheduled,2025-12-29,True,system,2025-06-28T17:58:25.328201
1126,111,2598056,Liam Johnson,2026-01-05,Monday,16:15:00,18:15:00,scheduled,2026-01-05,True,system,2025-06-28T17:58:25.328201
1127,111,2598056,Liam Johnson,2026-01-12,Monday,16:15:00,18:15:00,scheduled,2026-01-12,True,system,2025-06-28T17:58:25.328201
1128,111,2598056,Liam Johnson,2026-01-19,Monday,16:15:00,18:15:00,scheduled,2026-01-19,True,system,2025-06-28T17:58:25.328201
1129,111,2598056,Liam Johnson,2026-01-26,Monday,16:15:00,18:15:00,scheduled,2026-01-26,True,system,2025-06-28T17:58:25.328201
1130,111,2598056,Liam Johnson,2026-02-02,Monday,16:15:00,18:15:00,scheduled,2026-02-02,True,system,2025-06-28T17:58:25.328201
1131,111,2598056,Liam Johnson,2026-02-09,Monday,16:15:00,18:15:00,scheduled,2026-02-09,True,system,2025-06-28T17:58:25.328201
1132,111,2598056,Liam Johnson,2026-02-16,Monday,16:15:00,18:15:00,scheduled,2026-02-16,True,system,2025-06-28T17:58:25.328201
1133,111,2598056,Liam Johnson,2026-02-23,Monday,16:15:00,18:15:00,scheduled,2026-02-23,True,system,2025-06-28T17:58:25.328201
1134,111,2598056,Liam Johnson,2026-03-02,Monday,16:15:00,18:15:00,scheduled,2026-03-02,True,system,2025-06-28T17:58:25.328201
1135,111,2598056,Liam Johnson,2026-03-09,Monday,16:15:00,18:15:00,scheduled,2026-03-09,True,system,2025-06-28T17:58:25.328201
1136,111,2598056,Liam Johnson,2026-03-16,Monday,16:15:00,18:15:00,scheduled,2026-03-16,True,system,2025-06-28T17:58:25.328201
1137,111,2598056,Liam Johnson,2026-03-23,Monday,16:15:00,18:15:00,scheduled,2026-03-23,True,system,2025-06-28T17:58:25.328201
1138,111,2598056,Liam Johnson,2026-03-30,Monday,16:15:00,18:15:00,scheduled,2026-03-30,True,system,2025-06-28T17:58:25.328201
1139,111,2598056,Liam Johnson,2026-04-06,Monday,16:15:00,18:15:00,scheduled,2026-04-06,True,system,2025-06-28T17:58:25.328201
1140,111,2598056,Liam Johnson,2026-04-13,Monday,16:15:00,18:15:00,scheduled,2026-04-13,True,system,2025-06-28T17:58:25.328201
1141,111,2598056,Liam Johnson,2026-04-20,Monday,16:15:00,18:15:00,scheduled,2026-04-20,True,system,2025-06-28T17:58:25.328201
1142,111,2598056,Liam Johnson,2026-04-27,Monday,16:15:00,18:15:00,scheduled,2026-04-27,True,system,2025-06-28T17:58:25.328201
1143,111,2598056,Liam Johnson,2026-05-04,Monday,16:15:00,18:15:00,scheduled,2026-05-04,True,system,2025-06-28T17:58:25.328201
1144,111,2598056,Liam Johnson,2026-05-11,Monday,16:15:00,18:15:00,scheduled,2026-05-11,True,system,2025-06-28T17:58:25.328201
1145,111,2598056,Liam Johnson,2026-05-18,Monday,16:15:00,18:15:00,scheduled,2026-05-18,True,system,2025-06-28T17:58:25.328201
1146,111,2598056,Liam Johnson,2026-05-25,Monday,16:15:00,18:15:00,scheduled,2026-05-25,True,system,2025-06-28T17:58:25.328201
1147,111,2598056,Liam Johnson,2026-06-01,Monday,16:15:00,18:15:00,scheduled,2026-06-01,True,system,2025-06-28T17:58:25.328201
1148,111,2598056,Liam Johnson,2026-06-08,Monday,16:15:00,18:15:00,scheduled,2026-06-08,True,system,2025-06-28T17:58:25.328201
1149,111,2598056,Liam Johnson,2026-06-15,Monday,16:15:00,18:15:00,scheduled,2026-06-15,True,system,2025-06-28T17:58:25.328201
1150,111,2598056,Liam Johnson,2026-06-22,Monday,16:15:00,18:15:00,scheduled,2026-06-22,True,system,2025-06-28T17:58:25.328201
1151,23,2598056,Liam Johnson,2025-06-29,Sunday,17:15:00,19:15:00,scheduled,2025-06-29,True,system,2025-06-28T17:58:25.328201
1152,23,2598056,Liam Johnson,2025-07-06,Sunday,17:15:00,19:15:00,scheduled,2025-07-06,True,system,2025-06-28T17:58:25.328201
1153,23,2598056,Liam Johnson,2025-07-13,Sunday,17:15:00,19:15:00,scheduled,2025-07-13,True,system,2025-06-28T17:58:25.328201
1154,23,2598056,Liam Johnson,2025-07-20,Sunday,17:15:00,19:15:00,scheduled,2025-07-20,True,system,2025-06-28T17:58:25.328201
1155,23,2598056,Liam Johnson,2025-07-27,Sunday,17:15:00,19:15:00,scheduled,2025-07-27,True,system,2025-06-28T17:58:25.328201
1156,23,2598056,Liam Johnson,2025-08-03,Sunday,17:15:00,19:15:00,scheduled,2025-08-03,True,system,2025-06-28T17:58:25.328201
1157,23,2598056,Liam Johnson,2025-08-10,Sunday,17:15:00,19:15:00,scheduled,2025-08-10,True,system,2025-06-28T17:58:25.328201
1158,23,2598056,Liam Johnson,2025-08-17,Sunday,17:15:00,19:15:00,scheduled,2025-08-17,True,system,2025-06-28T17:58:25.328201
